-1.36639	-5.28607
5.53425	-1.23711
2.37807	-8.75753
5.86492	-8.1944
1.2974	-10.4411
5.63232	-2.60681
4.50513	-3.57488
3.17559	-4.62165
6.28955	-4.49652
4.0288	-6.7355
2.08069	-5.08282
7.38824	-3.6212
-1.04164	-10.378
-5.70928	-13.3251
-4.10588	-14.0589
1.37877	-18.2785
-1.26848	-12.2625
-1.49131	-8.97016
-1.97324	-6.92707
-2.34356	-7.185
-3.93785	-5.74876
-0.321994	-7.75994
-0.760983	-9.53796
2.33893	-7.17165
0.1885	-12.5371
-0.99354	-10.7423
-1.80219	-6.71863
-1.54577	-7.39289
-1.54912	-10.2634
-1.43632	-7.91477
-13.0194	-2.65647
-13.4555	-2.96779
-12.2786	-4.49042
-9.90566	-6.84772
-8.15378	-11.4844
-6.80684	-14.1843
-5.76801	-15.3443
-5.20738	-16.4173
-4.82795	-17.8844
-3.81707	-17.9577
-3.85473	-16.8877
-3.76101	-17.0728
-6.28798	-17.0469
-4.38729	-17.221
-3.45314	-17.0762
-4.25987	-14.1177
-3.79774	-12.4933
-2.32571	-10.83
-1.0806	-10.0024
-2.22705	-8.02935
-2.62881	-6.5973
-4.50831	-4.28157
-6.69032	-3.75511
-8.81643	-2.94206
-8.30541	-2.77961
-9.83439	-2.40794
-8.96187	-3.44805
-7.27654	-3.96247
-6.9124	-4.92371
-5.73976	-8.15829
-5.43646	-9.71944
-4.16359	-14.4547
-5.14672	-17.7653
-5.2527	-19.4133
-6.61019	-20.3775
-6.58715	-20.8704
-6.55174	-20.3644
-6.68416	-19.1498
-6.17684	-18.9857
-5.36544	-20.9841
-5.51458	-19.0996
-6.95979	-20.9409
-7.70883	-19.7937
-7.83227	-20.3118
-6.97667	-20.5751
-4.7382	-20.9194
-5.06379	-21.0536
-5.64933	-19.2148
-4.45694	-18.799
-3.80461	-19.3519
-3.7819	-20.3977
-1.9996	-19.7045
-4.14589	-18.0128
-4.50801	-18.4449
-7.51465	-15.1459
-10.5753	-9.68949
-6.22507	-13.6939
-9.17389	-10.0879
-15.1652	-11.5766
-12.4534	-12.5656
-10.1957	-11.6272
-6.26546	-13.0229
-4.63969	-10.8681
-2.36884	-9.58179
-0.527031	-9.81975
0.947439	-9.68514
2.31541	-9.60744
3.27974	-9.7866
3.23431	-9.08214
3.76674	-8.34352
3.43137	-7.37809
3.27207	-7.6191
2.77536	-6.97724
1.57987	-6.91716
-0.51391	-9.70829
1.78634	-6.52395
-3.91077	-3.91948
1.21626	-12.2083
0.764066	-13.3297
-0.533541	-12.407
-3.15645	-10.1527
-3.79688	-10.0594
-2.13807	-8.59893
0.736803	-12.1275
2.18703	-13.2821
1.59825	-10.7822
5.59074	-14.8144
4.22382	-9.96271
1.05521	-9.61547
-4.60848	-6.31936
-5.65526	-7.00857
-11.2374	-5.02536
-13.2966	-3.80674
-16.2537	-3.09597
-16.509	-2.30844
-15.6814	-3.07092
-15.3759	-2.24691
-14.4739	-3.82374
-14.4635	-5.76071
-12.2103	-6.18009
-10.296	-9.87583
-8.36993	-13.9687
-7.15692	-10.7519
-4.67226	-12.9434
-3.52079	-9.6921
-3.24357	-7.60229
-5.44091	-5.02896
-5.16612	-3.39434
-7.82136	-6.64487
-6.31276	-6.46223
-5.48555	-4.42827
-8.19329	-8.9856
-7.59007	-3.87302
-4.66287	-2.99357
-6.38642	-6.07038
-2.2112	-4.42952
-1.54041	-2.38336
-0.2586	-8.17435
1.40988	-6.11736
0.803575	-4.39981
1.05868	-13.3335
0.913187	-14.2342
-2.29424	-12.0057
-2.26271	-10.5154
-4.95566	-12.5522
-4.06575	-9.50646
-3.37244	-15.0421
-7.02647	-13.4611
-6.19794	-12.5447
-5.20925	-12.0918
-6.44399	-12.4659
-8.09477	-13.0109
-8.16684	-14.5795
-7.99314	-16.3091
-6.16293	-17.3016
-5.44481	-21.1344
-4.47806	-23.9046
-4.86404	-20.6695
-4.12303	-24.077
-4.20494	-21.9518
-7.18456	-17.9624
-8.83079	-14.7985
-7.00155	-11.4728
-5.1674	-9.49867
-3.75881	-7.84228
-3.95028	-6.13494
-5.14218	-5.57604
-5.04111	-5.25525
-2.22603	-6.49282
-0.266344	-7.6994
0.152892	-3.30756
-3.4462	-8.14228
-1.86611	-11.1292
-2.51569	-9.59512
-1.29493	-10.4463
-2.62954	-9.24635
-7.70924	-15.9201
-9.75898	-16.1884
-11.4338	-18.1581
-11.5033	-17.3166
-11.3736	-17.9272
-10.3861	-17.6513
-8.4587	-19.6657
-7.37153	-19.3142
-5.62009	-17.4753
-5.37406	-14.7123
-4.59037	-10.4537
-7.41967	-9.39019
-2.35399	-9.03771
-4.60613	-11.7201
1.9401	-10.6721
0.565309	-14.9745
-6.0355	-16.2388
-5.4358	-18.3281
-6.2249	-16.8595
-6.38652	-17.6491
-5.53006	-16.4054
-4.99372	-15.5
-3.12075	-14.8788
-3.02194	-11.913
-0.423307	-14.6542
-1.73731	-12.4912
-2.7678	-12.6058
-3.03389	-9.12835
-1.08541	-7.01249
-1.37327	-7.39586
-0.558542	-8.21285
0.860223	-7.63536
2.38291	-7.26255
2.99562	-6.04365
2.91272	-6.55296
1.85773	-7.82949
2.87896	-8.18524
3.04057	-7.27528
1.04289	-6.58933
-1.44438	-8.95465
-7.44539	-8.62585
-10.9382	-4.75632
-9.96846	-10.0005
-4.59303	-17.4254
-4.93161	-15.5081
-3.37575	-12.2774
-3.65127	-13.6893
-5.47104	-15.4691
-2.02143	-14.1125
0.640951	-14.8162
1.64058	-12.0615
8.69057	-4.08078
5.77202	-1.32615
1.36647	-7.61037
0.68981	-3.99365
-2.46637	-6.51042
1.33204	-6.70099
6.27376	-4.0315
1.25444	-7.45693
4.16815	-3.32663
2.54738	-0.947766
2.68571	-5.52508
3.43263	-8.88106
2.71692	-5.8424
2.13682	-2.27068
2.7996	-10.0286
0.15225	-3.69587
1.24396	-9.14722
1.96924	-8.07421
0.620273	-9.56156
4.92347	-8.68376
0.442266	-6.46614
-5.06766	-7.28037
-4.96301	-6.52795
-3.83815	-6.0035
-5.99067	-6.24115
-6.14953	-5.34164
-0.911169	-8.11376
-2.17443	-6.35596
-1.81643	-7.123
-3.56614	-6.43418
-5.2911	-5.7601
-5.88943	-7.84134
-1.39705	-6.09449
-2.36449	-12.3117
-1.03008	-14.7176
1.08618	-10.4522
0.869852	-8.53436
0.0555412	-5.75087
-1.90655	-5.67277
2.43738	-8.15621
4.2972	-8.59451
7.82124	-2.46661
0.761283	-4.17206
5.72357	-4.60026
4.40338	-1.95354
5.04101	-5.58444
1.92896	-3.35528
4.67889	-2.43588
1.25605	-6.84917
2.23869	-6.23129
3.96878	-5.75508
5.05009	-4.32254
3.77111	-2.4644
0.932026	-5.11559
0.742159	-2.44027
-14.5825	-7.30025
-14.0775	-6.8669
-6.14834	-4.50789
-4.02249	-5.67697
-1.12271	-4.73034
-15.1847	-1.47149
-14.4202	0.491615
-10.1594	1.21309
-5.2462	2.27461
-1.78938	0.681604
0.7468	-2.59077
2.54671	-5.78445
2.12724	-8.57895
-0.724664	-12.3186
-3.4534	-15.0295
-1.51942	-14.2361
-2.5201	-15.5969
-5.60106	-11.3878
-12.297	-7.26905
-15.9473	-5.49466
-13.8639	-7.07203
-14.2184	-9.54833
-15.9093	-7.46419
-13.924	-9.59881
-13.8082	-10.5271
-12.7875	-10.4536
-10.8492	-10.0852
-6.87562	-9.32948
-4.61481	-8.12644
-2.0142	-8.49734
-0.607187	-8.86106
0.0285272	-8.82518
0.435996	-9.36608
-0.218195	-8.58716
-1.37226	-7.37329
-1.02636	-11.2441
0.756602	-15.1285
-0.0816681	-14.0652
-1.24595	-12.6374
-2.68217	-10.1905
-2.59411	-9.66371
-0.564891	-10.322
-1.58383	-10.6709
-4.36521	-10.2993
-6.99279	-8.8872
-8.39416	-9.43275
-10.8055	-8.58301
-11.7577	-9.10837
-13.3528	-8.46033
-12.3496	-8.97522
-8.08025	-9.30716
-5.04676	-13.049
-5.38019	-10.3443
-6.17165	-10.6282
-3.99259	-8.81752
0.188023	-8.54546
-3.26705	-0.969544
-14.5351	-0.24379
-11.5689	-7.72029
-6.84572	-7.71391
-7.05821	-10.9777
-2.41335	-12.4958
0.255129	-7.3573
-0.579423	-4.75517
-0.524807	-9.49545
-0.228944	-5.89722
3.02902	-3.80921
-0.60052	-6.63606
-0.963354	-8.03549
1.38844	-7.84412
-2.65343	-0.908268
-6.27395	6.45829
-8.17607	3.81513
-5.52719	0.568657
-3.46148	-0.60546
-10.8573	1.08759
-10.8703	1.15293
-10.4301	1.24555
-9.7521	1.95284
-10.1398	0.559646
-10.221	-1.66786
-8.05146	-3.15672
-6.67349	-6.9056
-5.10858	-9.52857
-3.88131	-12.426
-4.97081	-14.4261
-3.22164	-1.93682
-1.39153	-6.16502
-3.1832	-6.25989
-2.13129	-6.39324
0.175534	-3.93521
-1.73661	-8.33039
0.408554	-7.00288
0.299151	-5.70534
-2.79791	-7.80559
-7.54957	-3.65496
-16.0733	2.00271
-9.93462	0.491037
-9.23691	-2.62228
-11.984	-3.91783
-10.4335	-3.54976
-9.07905	-8.31775
-7.58958	-7.54934
-7.43625	-9.91511
-6.26648	-11.6391
-7.13971	-10.2538
